,bedroom,parking_lot,bathroom,toilets,town,state,serviced,extras,Stable Electricity,title,price
10552,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,6500000.0
10553,3.0,0,3.0,4,Victoria Island,Lagos,0,0.0,0,Blocks Of Flats,30000000.0
10554,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,6000000.0
10555,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,9000000.0
10556,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,13000000.0
10557,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,13000000.0
10558,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
10559,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Terraced Duplex,20000000.0
10560,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,8000000.0
10562,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,11000000.0
10563,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,35000000.0
10565,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Terraced Duplex,30000000.0
10566,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,12000000.0
10567,2.0,0,2.0,3,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,30000000.0
10568,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,8500000.0
10569,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,20000000.0
10570,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,15000000.0
10571,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,5500000.0
10572,4.0,0,4.0,5,Victoria Island,Lagos,0,0.0,0,Terraced Duplex,20000000.0
10573,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Terraced Duplex,40000000.0
10574,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,mini flat Blocks Of Flats,5000000.0
10575,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
10576,3.0,0,3.0,4,Ikoyi,Lagos,0,0.0,0,Blocks Of Flats,30000000.0
10577,3.0,0,3.0,4,Ibadan,Oyo,0,0.0,0,Semi Detached Duplex,4000000.0
10578,4.0,0,4.0,4,Ibadan,Oyo,0,12.0,1,Self Contain Flat Apartment,3000000.0
10579,2.0,0,2.0,2,Ibadan,Oyo,0,12.0,1,Mini Flat Flat Apartment,1500000.0
10580,5.0,0,4.0,3,Ibadan,Oyo,0,0.0,0,Detached Duplex,4000000.0
10583,2.0,0,2.0,2,Ibadan,Oyo,0,12.0,1,Mini Flat Flat Apartment,1500000.0
10584,5.0,0,4.0,3,Ibadan,Oyo,0,0.0,0,Detached Duplex,4000000.0
10585,4.0,0,4.0,5,Ibadan,Oyo,0,12.0,0,Detached Duplex,4500000.0
10586,4.0,0,4.0,5,Ibadan,Oyo,0,15.0,0,Detached Duplex,13000000.0
10587,6.0,0,6.0,7,Oluyole,Oyo,0,11.0,0,Detached Duplex,3000000.0
10588,4.0,0,2.0,2,Ibadan,Oyo,0,8.0,0,Detached Duplex,6000000.0
10589,4.0,0,3.0,4,Ibadan,Oyo,0,0.0,0,Detached Duplex,3500000.0
10590,3.0,0,3.0,4,Ibadan,Oyo,0,0.0,0,Blocks Of Flats,3000000.0
10591,3.0,0,3.0,3,Ibadan,Oyo,0,0.0,0,Blocks Of Flats,1500000.0
10592,2.0,0,2.0,2,Ibadan,Oyo,0,0.0,0,Semi Detached Duplex,1800000.0
10593,2.0,0,2.0,2,Ibadan,Oyo,0,0.0,0,Detached Duplex,2000000.0
10595,2.0,0,2.0,2,Ibadan,Oyo,0,0.0,0,Detached Bungalow,800000.0
10596,3.0,0,3.0,4,Ibadan,Oyo,0,11.0,0,Blocks Of Flats,4500000.0
10597,3.0,0,3.0,3,Ibadan,Oyo,0,0.0,0,Detached Bungalow,3000000.0
10598,5.0,0,4.0,4,Ibadan,Oyo,0,0.0,0,Detached Duplex,5500000.0
10599,3.0,0,3.0,3,Ibadan,Oyo,0,0.0,0,Blocks Of Flats,3000000.0
10600,3.0,0,3.0,4,Ibadan,Oyo,0,0.0,0,Blocks Of Flats,3500000.0
10601,3.0,0,2.0,2,Ibadan,Oyo,0,0.0,0,Detached Duplex,7500000.0
10602,3.0,0,3.0,3,Ibadan,Oyo,0,0.0,0,Blocks Of Flats,3000000.0
10603,2.0,0,2.0,2,Ibadan,Oyo,0,0.0,0,Semi Detached Duplex,1000000.0
10604,3.0,1,3.0,3,Ibadan,Oyo,0,12.0,0,Flat Apartment,1200000.0
10605,3.0,0,2.0,3,Akinyele,Oyo,0,0.0,0,Blocks Of Flats,1500000.0
10606,3.0,0,4.0,4,Ibadan,Oyo,0,0.0,0,Detached Duplex,5000000.0
10607,4.0,0,4.0,5,Ibadan,Oyo,0,15.0,0,Blocks Of Flats,6500000.0
10608,3.0,0,2.0,2,Ibadan,Oyo,0,0.0,0,Detached Bungalow,1000000.0
10610,3.0,0,2.0,2,Ibadan,Oyo,0,0.0,0,Detached Duplex,7500000.0
10619,2.0,0,1.0,2,Surulere,Lagos,0,0.0,0,Flat Apartment,2700000.0
10626,2.0,0,1.0,2,Surulere,Lagos,0,0.0,0,Flat Apartment,2000000.0
10628,2.0,0,1.0,2,Surulere,Lagos,0,0.0,0,Flat Apartment,3500000.0
10632,2.0,0,1.0,2,Surulere,Lagos,0,0.0,0,Flat Apartment,2200000.0
10634,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,8500000.0
10635,3.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Blocks Of Flats,18000000.0
10637,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,mini flat Blocks Of Flats,1500000.0
10638,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Blocks Of Flats,1600000.0
10639,2.0,0,1.0,2,Surulere,Lagos,0,0.0,0,Flat Apartment,2000000.0
10642,2.0,0,1.0,2,Surulere,Lagos,0,0.0,0,Flat Apartment,2000000.0
10645,1.0,0,2.0,2,Ibadan,Oyo,0,11.0,1,mini flat Detached Duplex,2250000.0
10649,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
10651,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,3500000.0
10652,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,7500000.0
10653,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
10654,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,10000000.0
10661,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8000000.0
10663,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,8000000.0
10670,2.0,0,2.0,2,Surulere,Lagos,0,0.0,0,Flat Apartment,2000000.0
10671,1.0,1,1.0,1,Oshodi,Lagos,0,12.0,0,mini flat Self Contain Flat Apartment,500000.0
10672,1.0,1,1.0,1,Lekki,Lagos,0,8.0,0,mini flat Shared Apartment Flat Apartment,1500000.0
10673,1.0,1,1.0,2,Oshodi,Lagos,0,8.0,1,Mini flat Apartment,500000.0
10674,1.0,1,1.0,2,Oshodi,Lagos,0,8.0,1,Mini flat Apartment,1500000.0
10678,1.0,0,1.0,1,Oshodi,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,300000.0
10679,1.0,1,1.0,1,Oshodi,Lagos,0,8.0,0,mini flat Self Contain Flat Apartment,500000.0
10680,1.0,1,1.0,2,Oshodi,Lagos,0,8.0,1,Mini flat Apartment,1500000.0
10682,1.0,1,1.0,2,Oshodi,Lagos,0,8.0,1,Mini flat Apartment,1500000.0
10684,1.0,1,1.0,2,Oshodi,Lagos,0,8.0,1,Mini flat Apartment,1500000.0
10685,1.0,0,1.0,1,Oshodi,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,300000.0
10686,2.0,0,2.0,3,Oshodi,Lagos,0,0.0,0,Blocks Of Flats,800000.0
10687,1.0,1,1.0,2,Oshodi,Lagos,0,8.0,1,Mini flat Apartment,600000.0
10689,2.0,1,2.0,3,Oshodi,Lagos,0,8.0,1,Penthouse Flat Apartment,1000000.0
10691,1.0,0,1.0,1,Oshodi,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,300000.0
10692,1.0,0,1.0,1,Oshodi,Lagos,0,0.0,0,Mini flat Apartment,500000.0
10693,2.0,1,2.0,3,Oshodi,Lagos,0,8.0,1,Penthouse Flat Apartment,2500000.0
10694,1.0,1,1.0,1,Oshodi,Lagos,0,8.0,0,mini flat Self Contain Flat Apartment,500000.0
10697,5.0,0,5.0,6,Ikoyi,Lagos,0,11.0,0,Detached Duplex,50000000.0
10698,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1500000.0
10700,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,15000000.0
10701,4.0,0,4.0,5,Ikoyi,Lagos,0,13.0,0,Massionette,70000000.0
10703,5.0,0,5.0,6,Ikoyi,Lagos,0,11.0,0,Detached Duplex,50000000.0
10704,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,1500000.0
10706,5.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Detached Duplex,15000000.0
10707,4.0,1,4.0,5,Lekki,Lagos,0,8.0,1,Detached Duplex,12000000.0
10708,3.0,0,3.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,3000000.0
10709,4.0,0,4.0,4,Lekki,Lagos,0,11.0,0,Semi Detached Duplex,7000000.0
10710,4.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Semi Detached Duplex,15000000.0
10711,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Terraced Duplex,6000000.0
10712,4.0,0,4.0,5,Lekki,Lagos,0,11.0,0,Semi Detached Duplex,7500000.0
10713,4.0,1,4.0,5,Lekki,Lagos,0,8.0,1,Semi Detached Duplex,20000000.0
10714,5.0,0,5.0,6,Lekki,Lagos,0,0.0,0,Terraced Duplex,7000000.0
10715,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,5000000.0
10716,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,5000000.0
10717,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,Mini flat Apartment,6000000.0
10718,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Terraced Duplex,30000000.0
10719,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,10000000.0
10720,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,5000000.0
10721,4.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,10000000.0
10722,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,5000000.0
10723,4.0,0,5.0,5,Lekki,Lagos,0,11.0,0,Detached Duplex,9000000.0
10724,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,Mini flat Apartment,4000000.0
10726,2.0,0,1.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,6000000.0
10727,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,3500000.0
10728,1.0,0,1.0,1,Lekki,Lagos,0,0.0,0,Mini flat Apartment,3000000.0
10729,1.0,0,1.0,1,Ajah,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,400000.0
10730,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,2500000.0
10731,1.0,0,1.0,2,Lekki,Lagos,0,0.0,0,Mini flat Apartment,2600000.0
10732,1.0,0,1.0,1,Ajah,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,600000.0
10733,2.0,0,2.0,3,Victoria Island,Lagos,0,0.0,0,Flat Apartment,5000000.0
10734,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,1300000.0
10735,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,3500000.0
10736,3.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Flat Apartment,3500000.0
10737,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,10000000.0
10739,3.0,0,3.0,4,Ikoyi,Lagos,0,8.0,0,Flat Apartment,25000000.0
10740,3.0,0,3.0,4,Lekki,Lagos,0,0.0,0,Flat Apartment,3500000.0
10742,5.0,1,6.0,6,Guzape,Abuja,0,8.0,0,Detached Duplex,25000000.0
10743,4.0,1,5.0,5,Katampe Ext,Abuja,1,8.0,0,Flat Apartment,15000000.0
10744,4.0,1,5.0,5,Guzape,Abuja,0,8.0,0,Terraced Duplex,15000000.0
10746,4.0,1,5.0,5,Maitama,Abuja,0,18.0,0,Semi Detached Duplex,35000000.0
10747,4.0,1,5.0,5,Asokoro,Abuja,0,8.0,0,Terraced Duplex,13000000.0
10748,6.0,1,7.0,7,Maitama,Abuja,0,8.0,0,Detached Duplex,62000000.0
10749,4.0,1,5.0,5,Maitama,Abuja,0,8.0,1,Terraced Duplex,25000000.0
10750,2.0,0,3.0,3,Guzape,Abuja,1,8.0,0,Flat Apartment,8000000.0
10751,6.0,0,7.0,7,Maitama,Abuja,0,12.0,0,Detached Duplex,80000000.0
10752,4.0,1,5.0,5,Maitama,Abuja,0,8.0,0,Terraced Duplex,25000000.0
10753,4.0,1,5.0,5,Wuse 2,Abuja,0,8.0,0,Semi Detached Duplex,25000000.0
10754,5.0,1,6.0,6,Guzape,Abuja,0,8.0,0,Detached Duplex,35000000.0
10755,4.0,1,5.0,5,Katampe Ext,Abuja,1,8.0,0,Terraced Duplex,16000000.0
10756,4.0,0,4.0,5,Maitama,Abuja,0,0.0,0,Semi Detached Duplex,35000000.0
10757,10.0,0,10.0,10,Ikeja,Lagos,0,0.0,0,Hotel Guest  Commercial Property,70000000.0
10758,3.0,0,3.0,3,Ajah,Lagos,0,0.0,0,Mini Flat Flat Apartment,3000000.0
10759,5.0,0,5.0,5,Ikeja,Lagos,0,0.0,0,Semi Detached Duplex,30000000.0
10760,2.0,1,2.0,2,Ajah,Lagos,0,8.0,0,Flat Apartment,2500000.0
10762,5.0,0,5.0,6,Jahi,Abuja,0,0.0,0,Terraced Duplex,17000000.0
10763,3.0,0,3.0,4,Jahi,Abuja,0,0.0,0,Flat Apartment,5500000.0
10764,2.0,0,2.0,3,Jahi,Abuja,0,0.0,0,Flat Apartment,6000000.0
10765,3.0,0,3.0,4,Wuye,Abuja,0,0.0,0,Flat Apartment,6500000.0
10767,4.0,0,4.0,5,Katampe Ext,Abuja,0,0.0,0,Terraced Duplex,8000000.0
10769,3.0,0,3.0,4,Jahi,Abuja,0,0.0,0,Flat Apartment,6500000.0
10771,3.0,0,3.0,4,Jahi,Abuja,0,0.0,0,Flat Apartment,42000000.0
10772,6.0,0,6.0,7,Asokoro,Abuja,0,0.0,0,Semi Detached Duplex,80000000.0
10773,5.0,0,5.0,6,Life Camp,Abuja,0,0.0,0,Terraced Duplex,12000000.0
10774,4.0,0,4.0,5,Jahi,Abuja,0,0.0,0,Terraced Duplex,12500000.0
10775,2.0,0,2.0,3,Jahi,Abuja,0,0.0,0,Flat Apartment,4500000.0
10776,2.0,0,2.0,3,Maitama,Abuja,0,0.0,0,Flat Apartment,7000000.0
10778,3.0,0,3.0,4,Maitama,Abuja,0,0.0,0,Flat Apartment,15000000.0
10779,2.0,1,3.0,3,Abule Egba,Lagos,0,8.0,0,Flat Apartment,900000.0
10780,2.0,0,1.0,2,Isolo,Lagos,0,0.0,0,Flat Apartment,3500000.0
10782,4.0,0,4.0,4,Mushin,Lagos,0,0.0,0,Mini Flat Flat Apartment,3500000.0
10784,2.0,0,1.0,2,Isolo,Lagos,0,0.0,0,Flat Apartment,3500000.0
10785,2.0,0,1.0,2,Mushin,Lagos,0,0.0,0,Flat Apartment,3000000.0
10793,2.0,0,1.0,2,Ilupeju,Lagos,0,0.0,0,Flat Apartment,7000000.0
10795,4.0,1,4.0,4,Ibeju-Lekki,Lagos,0,15.0,1,Detached Bungalow,2500000.0
10796,5.0,1,5.0,6,Ibeju-Lekki,Lagos,0,15.0,0,Detached Duplex,5000000.0
10797,2.0,0,2.0,3,Ibeju-Lekki,Lagos,0,0.0,0,Blocks Of Flats,1200000.0
10798,3.0,0,3.0,3,Sangotedo,Lagos,0,0.0,0,Flat Apartment,2000000.0
10799,5.0,0,5.0,6,Lekki,Lagos,0,8.0,1,Detached Duplex,6000000.0
10800,2.0,0,2.0,3,Sangotedo,Lagos,0,0.0,0,Flat Apartment,2500000.0
10801,5.0,0,5.0,6,Lekki,Lagos,0,8.0,1,Detached Duplex,6000000.0
10802,3.0,0,3.0,3,Sangotedo,Lagos,0,0.0,0,Flat Apartment,1300000.0
10803,3.0,0,3.0,3,Sangotedo,Lagos,0,0.0,0,Flat Apartment,2500000.0
10805,3.0,0,4.0,4,Ajah,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
10806,2.0,0,3.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,2000000.0
10807,3.0,0,5.0,5,Ajah,Lagos,0,0.0,0,Blocks Of Flats,5000000.0
10810,2.0,0,3.0,3,Ajah,Lagos,0,0.0,0,Blocks Of Flats,3500000.0
10812,4.0,0,6.0,6,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,12000000.0
10814,2.0,0,4.0,4,Ajah,Lagos,0,0.0,0,Blocks Of Flats,4000000.0
10816,6.0,0,8.0,8,Ajah,Lagos,0,0.0,0,Detached Duplex,6000000.0
10817,4.0,0,6.0,6,Ajah,Lagos,0,0.0,0,Semi Detached Duplex,3000000.0
10818,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
10819,4.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,10000000.0
10820,1.0,0,2.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,3000000.0
10821,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
10822,4.0,0,5.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,10000000.0
10823,4.0,0,6.0,6,Ajah,Lagos,0,0.0,0,Terraced Duplex,4000000.0
10824,3.0,0,4.0,4,Lekki,Lagos,0,0.0,0,Blocks Of Flats,5000000.0
10826,3.0,0,5.0,5,Ajah,Lagos,0,0.0,0,Terraced Duplex,3500000.0
10827,4.0,0,5.0,5,Ajah,Lagos,0,0.0,0,Semi Detached Duplex,3500000.0
10829,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,2000000.0
10830,1.0,0,1.0,1,Ajah,Lagos,0,0.0,0,mini flat Shared Apartment Flat Apartment,550000.0
10831,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,2500000.0
10832,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
10835,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,2500000.0
10837,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,3000000.0
10840,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,3000000.0
10844,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,2000000.0
10845,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
10848,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,2500000.0
10850,1.0,0,1.0,1,Ajah,Lagos,0,0.0,0,Mini flat Apartment,550000.0
10852,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,3000000.0
10854,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,1800000.0
10857,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,200000.0
10858,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,1800000.0
10859,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,2600000.0
10860,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
10862,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,1800000.0
10863,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,2700000.0
10864,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,2700000.0
10865,4.0,0,4.0,5,Ikoyi,Lagos,0,0.0,0,Terraced Duplex,30000000.0
10866,1.0,0,1.0,1,Ajah,Lagos,0,0.0,0,mini flat Self Contain Flat Apartment,800000.0
10867,3.0,0,3.0,4,Ajah,Lagos,0,0.0,0,Flat Apartment,3000000.0
10868,4.0,0,4.0,5,Ibeju-Lekki,Lagos,0,0.0,0,Terraced Duplex,3000000.0
10869,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Flat Apartment,1500000.0
10870,1.0,0,1.0,2,Ajah,Lagos,0,0.0,0,Mini flat Apartment,1500000.0
10871,3.0,0,4.0,4,Ajah,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
10923,3.0,0,4.0,4,Maryland,Lagos,0,0.0,0,Flat Apartment,12000000.0
10926,5.0,0,5.0,6,Katampe Ext,Abuja,0,20.0,0,Detached Duplex,25000000.0
10927,2.0,0,1.0,2,Jahi,Abuja,0,0.0,0,Flat Apartment,5000000.0
10928,3.0,0,3.0,4,Maitama,Abuja,0,0.0,0,Blocks Of Flats,18000000.0
10931,2.0,0,1.0,2,Maitama,Abuja,0,8.0,0,Flat Apartment,20000000.0
10935,4.0,0,5.0,5,Ojodu,Lagos,0,0.0,0,Flat Apartment,14000000.0
10936,3.0,0,4.0,4,Ogba,Lagos,0,0.0,0,Flat Apartment,2500000.0
10937,4.0,1,4.0,5,Guzape,Abuja,0,8.0,0,Terraced Duplex,36000000.0
10939,2.0,0,2.0,3,Ajah,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
10940,3.0,0,3.0,4,Yaba,Lagos,0,0.0,0,Flat Apartment,6500000.0
10941,4.0,1,4.0,5,Ikoyi,Lagos,0,15.0,0,Terraced Duplex,60000000.0
10942,5.0,0,5.0,7,Ikoyi,Lagos,0,0.0,0,Semi Detached Duplex,50000000.0
10944,5.0,0,5.0,7,Ikoyi,Lagos,0,0.0,0,Semi Detached Duplex,50000000.0
10947,6.0,0,6.0,7,Asaba,Delta,0,12.0,1,Terraced Duplex,10000000.0
10948,3.0,0,3.0,4,Asaba,Delta,0,20.0,1,Shared Apartment Flat Apartment,3000000.0
10949,1.0,0,1.0,2,Asaba,Delta,0,0.0,0,Mini flat Apartment,700000.0
10950,1.0,0,1.0,2,Asaba,Delta,0,0.0,0,Mini flat Apartment,500000.0
10951,6.0,0,6.0,7,Asaba,Delta,0,0.0,0,Detached Duplex,6000000.0
10952,2.0,0,2.0,3,Asaba,Delta,0,12.0,1,Shared Apartment Flat Apartment,2500000.0
10953,2.0,0,2.0,3,Oshimili,Delta,0,0.0,0,Shared Apartment Flat Apartment,1200000.0
10954,6.0,0,6.0,7,Asaba,Delta,0,17.0,1,Co Working Space,6000000.0
10955,3.0,0,3.0,3,Okota,Lagos,0,0.0,0,Flat Apartment,2000000.0
10956,3.0,0,3.0,4,Okota,Lagos,0,0.0,0,Flat Apartment,3000000.0
10958,1.0,1,1.0,1,Amuwo Odofin,Lagos,0,8.0,1,mini flat Self Contain Flat Apartment,900000.0
10959,4.0,0,5.0,6,Galadinmawa,Abuja,0,0.0,0,Terraced Duplex,11000000.0
10961,6.0,1,7.0,8,Wuye,Abuja,0,8.0,1,Detached Duplex,22000000.0
10962,3.0,0,3.0,4,Okota,Lagos,0,17.0,0,Flat Apartment,3000000.0
10965,3.0,0,3.0,4,Okota,Lagos,0,12.0,0,Flat Apartment,3000000.0
10966,4.0,1,4.0,5,Ajah,Lagos,0,8.0,1,Semi Detached Duplex,9000000.0
10967,2.0,0,3.0,3,Ibeju-Lekki,Lagos,0,12.0,0,Blocks Of Flats,1500000.0
10968,1.0,1,1.0,2,Ajah,Lagos,0,18.0,0,Mini flat Apartment,1300000.0
10969,4.0,1,4.0,5,Lekki,Lagos,0,15.0,0,Massionette,15000000.0
10970,3.0,1,3.0,4,Ajah,Lagos,0,15.0,0,Blocks Of Flats,2700000.0
10971,5.0,1,5.0,6,Lekki,Lagos,0,15.0,0,Detached Duplex,9000000.0
10972,4.0,1,4.0,5,Lekki,Lagos,0,15.0,0,Terraced Duplex,5000000.0
10973,4.0,1,4.0,5,Ajah,Lagos,0,15.0,0,Terraced Duplex,5000000.0
10974,2.0,1,2.0,3,Ajah,Lagos,0,15.0,0,Blocks Of Flats,2500000.0
10975,2.0,1,2.0,3,Ajah,Lagos,0,15.0,0,Blocks Of Flats,2700000.0
10976,2.0,1,2.0,3,Lekki,Lagos,0,15.0,0,Detached Duplex,4000000.0
10977,2.0,0,2.0,3,Ajah,Lagos,0,15.0,0,Blocks Of Flats,1600000.0
10978,2.0,1,2.0,3,Ajah,Lagos,0,15.0,0,Blocks Of Flats,2000000.0
10979,1.0,0,1.0,1,Ajah,Lagos,0,15.0,0,Mini flat Apartment,1300000.0
10980,2.0,1,2.0,3,Lekki,Lagos,0,15.0,0,Blocks Of Flats,7000000.0
10981,2.0,1,2.0,3,Ajah,Lagos,0,15.0,0,Blocks Of Flats,2500000.0
10982,3.0,1,3.0,4,Ajah,Lagos,0,15.0,0,Blocks Of Flats,2700000.0
10983,2.0,1,2.0,3,Ajah,Lagos,0,15.0,0,Blocks Of Flats,2000000.0
10984,3.0,1,3.0,4,Ajah,Lagos,0,15.0,0,Blocks Of Flats,2700000.0
10985,4.0,1,4.0,5,Lekki,Lagos,0,15.0,0,Detached Duplex,4000000.0
10986,2.0,1,2.0,3,Ajah,Lagos,0,15.0,0,Blocks Of Flats,4500000.0
10987,3.0,1,3.0,4,Lekki,Lagos,0,15.0,0,Semi Detached Duplex,5000000.0
10988,1.0,1,1.0,2,Lekki,Lagos,0,15.0,0,Mini flat Apartment,2500000.0
10989,1.0,0,1.0,1,Ajah,Lagos,0,15.0,0,Mini flat Apartment,1700000.0
10990,2.0,1,2.0,3,Ajah,Lagos,0,15.0,0,Blocks Of Flats,2000000.0
10991,1.0,1,1.0,1,Lekki,Lagos,0,17.0,0,mini flat Shared Apartment Flat Apartment,1300000.0
10992,3.0,1,3.0,4,Ajah,Lagos,0,18.0,0,Blocks Of Flats,1800000.0
10993,3.0,1,3.0,4,Lekki,Lagos,0,18.0,0,Blocks Of Flats,3500000.0
10994,4.0,0,4.0,5,Lekki,Lagos,0,0.0,0,Semi Detached Duplex,5000000.0
10995,2.0,1,2.0,3,Ajah,Lagos,0,15.0,0,Blocks Of Flats,2000000.0
10997,6.0,0,6.0,8,Gwarinpa,Abuja,0,6.0,1,Detached Duplex,25000000.0
10998,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,7000000.0
10999,2.0,0,2.0,3,Shomolu,Lagos,0,0.0,0,Blocks Of Flats,3000000.0
11000,4.0,0,4.0,5,Lekki,Lagos,1,0.0,0,Terraced Duplex,15000000.0
11001,1.0,0,1.0,2,Surulere,Lagos,0,0.0,0,Mini flat Apartment,1600000.0
11004,2.0,0,2.0,3,Lekki,Lagos,0,0.0,0,Blocks Of Flats,10000000.0
11005,3.0,0,3.0,4,Ojodu,Lagos,0,0.0,0,Blocks Of Flats,2500000.0
